"Name","acc","accuracy_max_disparity","eo2_max_diff","eo_max_diff","max_diff_dp","method","coeff","seed","f1","f2"
"frosty-pond-987","0.8228541948797318","0.09377538318342005","0.012300962444963454","0.11611205735058594","0.05168376063017735","VAE-BFC","","6","0.5","3.5"
"ethereal-firebrand-934","0.8071193654478622","0.0943125676923996","0.014528652697362823","0.019323121650447084","0.04886689713225424","VAE-BFC","","4","3","1.5"
"daily-wildflower-692","0.8356226220416586","0.09476380343075064","0.055133890007252384","0.24862666885444423","0.1639314473055952","VAE-BFC","","0","4","0"
"peachy-flower-960","0.8262720061907526","0.09477645454920514","0.019261231211533364","0.007356594647186188","0.0998843530103524","VAE-BFC","","5","0.5","2"
"sweet-totem-555","0.8207906106919456","0.09482401824974518","0.0032377064367206457","0.024644852059245603","0.06759396862244825","VAE-BFC","","6","4","1"
"gentle-planet-1079","0.8207906106919456","0.09482401824974518","0.0032377064367206457","0.024644852059245603","0.06759396862244825","VAE-BFC","","6","4","1"
"colorful-haze-1077","0.8098278196943316","0.09491914565082515","0.011588416780681995","0.027735280455365885","0.05271058471780178","VAE-BFC","","6","3","2"
"northern-surf-984","0.826143032179016","0.09496933718012424","0.006569616884438745","0.11411763618337584","0.05960067664338123","VAE-BFC","","6","0.5","2"
"apricot-sky-563","0.8158251112400852","0.09497326015305751","0.0062131335069350035","0.03556679230980775","0.06118520107451168","VAE-BFC","","6","1","5"
"still-sun-959","0.8302702005545882","0.0952006236513373","0.017411800742755917","0.03786164772005074","0.09594989271138284","VAE-BFC","","5","0.5","1.5"
"polar-breeze-842","0.8242084220029664","0.0955340200400474","0.02206449233061445","0.05668558632053561","0.10539678693876008","VAE-BFC","","3","0.5","3"
"sage-meadow-1008","0.8245953440381764","0.09553751129825594","0.031999887388308695","0.117517165194924","0.12189654831313854","VAE-BFC","","7","0.5","2"
"decent-flower-506","0.8195008705745792","0.09587963583248726","0.008187387298074958","0.02721818690245359","0.06019766302683602","VAE-BFC","","5","",""
"ethereal-dawn-672","0.8071838524537306","0.09596254382983738","0.012748341263474308","0.02112168280152621","0.05012761674964536","VAE-BFC","","0","1","2.5"
"fearless-armadillo-1051","0.8081511575417554","0.09597127197535882","0.004031101520402203","0.005025340472883499","0.06307344619957961","VAE-BFC","","8","1.5","3.5"
"dainty-lion-983","0.8299477655252466","0.09626496937960084","0.003675761103440575","0.08604321168827861","0.07499070593278516","VAE-BFC","","6","0.5","1.5"
"smart-puddle-1004","0.8131811439994842","0.09630772790755272","0.013047435990600292","0.07783557927188606","0.04819049400965787","VAE-BFC","","6","1.5","4"
"lyric-durian-1007","0.827368285290514","0.09633871751670486","0.04296827815280252","0.13762777121701286","0.1375357520795229","VAE-BFC","","7","0.5","1.5"
"still-shadow-1035","0.8204036886567356","0.09656694444443405","0.0005507866696632252","0.08039504791926178","0.06763323589219161","VAE-BFC","","8","0.5","3.5"
"hardy-durian-964","0.8166634423163732","0.09663021880691236","0.0020328455578778326","0.0359481126951956","0.07090133512846572","VAE-BFC","","5","0.5","4"
"autumn-breeze-1036","0.8185980524924228","0.09664767509795512","0.010670619465363962","0.126133850388369","0.049919886886237275","VAE-BFC","","8","0.5","4"
"distinctive-hill-776","0.8300767395369832","0.09694529547513042","0.03291810579435276","0.05637128588167045","0.1204329040049274","VAE-BFC","","2","0.5","1.5"
"breezy-spaceship-904","0.825949571161411","0.09700507857940031","0.012174755538786788","0.03767445407631492","0.08681589780839456","VAE-BFC","","4","0.5","2.5"
"eternal-wind-963","0.817630747404398","0.0975121556788825","0.001895569981188075","0.08046206786578447","0.0630127808956549","VAE-BFC","","5","0.5","3.5"
"lucky-brook-922","0.8120848648997228","0.09765616069488205","0.0009300089463732536","0.015526672783199746","0.06623157080228477","VAE-BFC","","4","1.5","3.5"
"vibrant-star-840","0.8249177790675178","0.09767493090030432","0.01112960835674999","0.04018076897300027","0.08459949318192936","VAE-BFC","","3","0.5","2"
"atomic-totem-1034","0.8209840717095506","0.09802752920916136","0.005983458593787974","0.06761099312005586","0.074697890728198","VAE-BFC","","8","0.5","3"
"deep-galaxy-940","0.8386535113174696","0.0980899401421903","0.04738052693609095","0.1458527363781959","0.14698831490893766","VAE-BFC","","4","4","0"
"sunny-forest-902","0.8318178886954278","0.09812528443900036","0.016769216294815488","0.049168374904958845","0.09346685731689448","VAE-BFC","","4","0.5","1.5"
"sleek-dew-901","0.8333010898303992","0.09823569078729422","0.02349962968078436","0.030152042837300996","0.10361414298939774","VAE-BFC","","4","0.5","1"
"morning-sea-778","0.8242729090088348","0.09863934405489971","0.03336674788504175","0.10646811814923264","0.12112676341856646","VAE-BFC","","2","0.5","2.5"
"ruby-frog-777","0.8280131553491972","0.09886713926790414","0.0424635106839139","0.13486377618111106","0.13564183835241744","VAE-BFC","","2","0.5","2"
"celestial-salad-503","0.8213065067388922","0.09900067050927808","0.0084679540332551","0.06849207431356552","0.08625341106250588","VAE-BFC","","2","",""
"fancy-sponge-961","0.8256916231379378","0.0991372612941358","0.02023768044940727","0.009667049527740557","0.09747681138207236","VAE-BFC","","5","0.5","2.5"
"absurd-glade-982","0.832849680789321","0.09920184957099376","0.010750927482402016","0.08745351935605383","0.08329687846603576","VAE-BFC","","6","0.5","1"
"floral-universe-841","0.8254336751144644","0.09923195698049114","0.025521647191421117","0.03960012202252333","0.10712400247151048","VAE-BFC","","3","0.5","2.5"
